"0","1","Overall","var","Variables","Resample"
99.4094831299016,99.4094831299016,99.4094831299016,"client_zip_rank",23,"Fold1"
83.7016677586242,83.7016677586242,83.7016677586242,"client_state_rank",23,"Fold1"
81.4893497817463,81.4893497817463,81.4893497817463,"age",23,"Fold1"
61.8526496426348,61.8526496426348,61.8526496426348,"digital_t12m",23,"Fold1"
56.415953841858,56.415953841858,56.415953841858,"dm_t12m",23,"Fold1"
56.3785218286484,56.3785218286484,56.3785218286484,"gift_max_lt",23,"Fold1"
53.3504223117107,53.3504223117107,53.3504223117107,"gift_count_t12m",23,"Fold1"
51.8733263373157,51.8733263373157,51.8733263373157,"gift_avg_lt",23,"Fold1"
49.10942824232,49.10942824232,49.10942824232,"gift_max_t12m",23,"Fold1"
48.6939712187968,48.6939712187968,48.6939712187968,"gift_count_lt",23,"Fold1"
47.9385048394982,47.9385048394982,47.9385048394982,"cons_month_lt",23,"Fold1"
47.7101697727298,47.7101697727298,47.7101697727298,"gender",23,"Fold1"
46.8563604456516,46.8563604456516,46.8563604456516,"gift_min_t12m",23,"Fold1"
44.5685192583796,44.5685192583796,44.5685192583796,"member_t12m",23,"Fold1"
44.0154474451321,44.0154474451321,44.0154474451321,"gift_min_lt",23,"Fold1"
42.99666808114,42.99666808114,42.99666808114,"gift_avg_t12m",23,"Fold1"
42.1078219664736,42.1078219664736,42.1078219664736,"promo_count_lt",23,"Fold1"
37.9392390322859,37.9392390322859,37.9392390322859,"cons_month_t12m",23,"Fold1"
35.300173212002,35.300173212002,35.300173212002,"promo_count_t12m",23,"Fold1"
31.9633163563629,31.9633163563629,31.9633163563629,"tm_t12m",23,"Fold1"
20.4934151209542,20.4934151209542,20.4934151209542,"wm_t12m",23,"Fold1"
9.1137276868248,9.1137276868248,9.1137276868248,"no_channel_t12m",23,"Fold1"
4.82907204002877,4.82907204002877,4.82907204002877,"f2f_t12m",23,"Fold1"
99.4094831299016,99.4094831299016,99.4094831299016,"client_zip_rank",21,"Fold1"
83.7016677586242,83.7016677586242,83.7016677586242,"client_state_rank",21,"Fold1"
81.4893497817463,81.4893497817463,81.4893497817463,"age",21,"Fold1"
61.8526496426348,61.8526496426348,61.8526496426348,"digital_t12m",21,"Fold1"
