"0","1","Overall","var","Variables","Resample"
36.0431314257781,36.0431314257781,36.0431314257781,"cons_month_lt",21,"Fold1"
30.2766474770838,30.2766474770838,30.2766474770838,"age",21,"Fold1"
27.324801163983,27.324801163983,27.324801163983,"client_zip_rank",21,"Fold1"
24.5508195309279,24.5508195309279,24.5508195309279,"digital_t12m",21,"Fold1"
20.0991596041238,20.0991596041238,20.0991596041238,"dm_t12m",21,"Fold1"
19.1228700435248,19.1228700435248,19.1228700435248,"gift_count_lt",21,"Fold1"
17.8276661045021,17.8276661045021,17.8276661045021,"gift_min_lt",21,"Fold1"
17.7063653309341,17.7063653309341,17.7063653309341,"gift_avg_lt",21,"Fold1"
17.6594197375131,17.6594197375131,17.6594197375131,"gift_avg_t12m",21,"Fold1"
17.4725092498529,17.4725092498529,17.4725092498529,"gift_max_lt",21,"Fold1"
17.2064257568154,17.2064257568154,17.2064257568154,"gift_min_t12m",21,"Fold1"
16.6598681434714,16.6598681434714,16.6598681434714,"wm_t12m",21,"Fold1"
16.0302526295309,16.0302526295309,16.0302526295309,"promo_count_lt",21,"Fold1"
14.9827484281923,14.9827484281923,14.9827484281923,"gift_max_t12m",21,"Fold1"
14.6503289007921,14.6503289007921,14.6503289007921,"cons_month_t12m",21,"Fold1"
14.4885469672012,14.4885469672012,14.4885469672012,"gift_count_t12m",21,"Fold1"
10.0800007742099,10.0800007742099,10.0800007742099,"gender",21,"Fold1"
9.52518658054059,9.52518658054059,9.52518658054059,"events_t12m",21,"Fold1"
9.26551294924768,9.26551294924768,9.26551294924768,"client_state_rank",21,"Fold1"
8.92108030920465,8.92108030920465,8.92108030920465,"promo_count_t12m",21,"Fold1"
1.73909705999778,1.73909705999778,1.73909705999778,"tm_t12m",21,"Fold1"
36.0431314257781,36.0431314257781,36.0431314257781,"cons_month_lt",19,"Fold1"
30.2766474770838,30.2766474770838,30.2766474770838,"age",19,"Fold1"
27.324801163983,27.324801163983,27.324801163983,"client_zip_rank",19,"Fold1"
24.5508195309279,24.5508195309279,24.5508195309279,"digital_t12m",19,"Fold1"
20.0991596041238,20.0991596041238,20.0991596041238,"dm_t12m",19,"Fold1"
19.1228700435248,19.1228700435248,19.1228700435248,"gift_count_lt",19,"Fold1"
17.8276661045021,17.8276661045021,17.8276661045021,"gift_min_lt",19,"Fold1"
17.7063653309341,17.7063653309341,17.7063653309341,"gift_avg_lt",19,"Fold1"
17.6594197375131,17.6594197375131,17.6594197375131,"gift_avg_t12m",19,"Fold1"
17.4725092498529,17.4725092498529,17.4725092498529,"gift_max_lt",19,"Fold1"
17.2064257568154,17.2064257568154,17.2064257568154,"gift_min_t12m",19,"Fold1"
16.6598681434714,16.6598681434714,16.6598681434714,"wm_t12m",19,"Fold1"
16.0302526295309,16.0302526295309,16.0302526295309,"promo_count_lt",19,"Fold1"
14.9827484281923,14.9827484281923,14.9827484281923,"gift_max_t12m",19,"Fold1"
14.6503289007921,14.6503289007921,14.6503289007921,"cons_month_t12m",19,"Fold1"
14.4885469672012,14.4885469672012,14.4885469672012,"gift_count_t12m",19,"Fold1"
10.0800007742099,10.0800007742099,10.0800007742099,"gender",19,"Fold1"
9.52518658054059,9.52518658054059,9.52518658054059,"events_t12m",19,"Fold1"
9.26551294924768,9.26551294924768,9.26551294924768,"client_state_rank",19,"Fold1"
36.0431314257781,36.0431314257781,36.0431314257781,"cons_month_lt",17,"Fold1"
30.2766474770838,30.2766474770838,30.2766474770838,"age",17,"Fold1"
27.324801163983,27.324801163983,27.324801163983,"client_zip_rank",17,"Fold1"
24.5508195309279,24.5508195309279,24.5508195309279,"digital_t12m",17,"Fold1"
20.0991596041238,20.0991596041238,20.0991596041238,"dm_t12m",17,"Fold1"
19.1228700435248,19.1228700435248,19.1228700435248,"gift_count_lt",17,"Fold1"
17.8276661045021,17.8276661045021,17.8276661045021,"gift_min_lt",17,"Fold1"
17.7063653309341,17.7063653309341,17.7063653309341,"gift_avg_lt",17,"Fold1"
17.6594197375131,17.6594197375131,17.6594197375131,"gift_avg_t12m",17,"Fold1"
17.4725092498529,17.4725092498529,17.4725092498529,"gift_max_lt",17,"Fold1"
17.2064257568154,17.2064257568154,17.2064257568154,"gift_min_t12m",17,"Fold1"
16.6598681434714,16.6598681434714,16.6598681434714,"wm_t12m",17,"Fold1"
16.0302526295309,16.0302526295309,16.0302526295309,"promo_count_lt",17,"Fold1"
14.9827484281923,14.9827484281923,14.9827484281923,"gift_max_t12m",17,"Fold1"
14.6503289007921,14.6503289007921,14.6503289007921,"cons_month_t12m",17,"Fold1"
14.4885469672012,14.4885469672012,14.4885469672012,"gift_count_t12m",17,"Fold1"
10.0800007742099,10.0800007742099,10.0800007742099,"gender",17,"Fold1"
36.0431314257781,36.0431314257781,36.0431314257781,"cons_month_lt",15,"Fold1"
30.2766474770838,30.2766474770838,30.2766474770838,"age",15,"Fold1"
27.324801163983,27.324801163983,27.324801163983,"client_zip_rank",15,"Fold1"
24.5508195309279,24.5508195309279,24.5508195309279,"digital_t12m",15,"Fold1"
20.0991596041238,20.0991596041238,20.0991596041238,"dm_t12m",15,"Fold1"
19.1228700435248,19.1228700435248,19.1228700435248,"gift_count_lt",15,"Fold1"
17.8276661045021,17.8276661045021,17.8276661045021,"gift_min_lt",15,"Fold1"
17.7063653309341,17.7063653309341,17.7063653309341,"gift_avg_lt",15,"Fold1"
17.6594197375131,17.6594197375131,17.6594197375131,"gift_avg_t12m",15,"Fold1"
17.4725092498529,17.4725092498529,17.4725092498529,"gift_max_lt",15,"Fold1"
17.2064257568154,17.2064257568154,17.2064257568154,"gift_min_t12m",15,"Fold1"
16.6598681434714,16.6598681434714,16.6598681434714,"wm_t12m",15,"Fold1"
16.0302526295309,16.0302526295309,16.0302526295309,"promo_count_lt",15,"Fold1"
14.9827484281923,14.9827484281923,14.9827484281923,"gift_max_t12m",15,"Fold1"
14.6503289007921,14.6503289007921,14.6503289007921,"cons_month_t12m",15,"Fold1"
