"0","1","Overall","var","Variables","Resample"
52.0443438980809,52.0443438980809,52.0443438980809,"digital_t12m",23,"Fold1"
46.8056144688046,46.8056144688046,46.8056144688046,"cons_month_lt",23,"Fold1"
38.8744464050509,38.8744464050509,38.8744464050509,"client_zip_rank",23,"Fold1"
35.7086351784453,35.7086351784453,35.7086351784453,"gift_min_lt",23,"Fold1"
35.2452468096097,35.2452468096097,35.2452468096097,"client_state_rank",23,"Fold1"
32.1579440135598,32.1579440135598,32.1579440135598,"gender",23,"Fold1"
30.4715666822693,30.4715666822693,30.4715666822693,"gift_max_lt",23,"Fold1"
30.2660346173418,30.2660346173418,30.2660346173418,"tm_t12m",23,"Fold1"
28.8108547322118,28.8108547322118,28.8108547322118,"gift_avg_lt",23,"Fold1"
26.1787174931923,26.1787174931923,26.1787174931923,"dm_t12m",23,"Fold1"
26.1283173596964,26.1283173596964,26.1283173596964,"promo_count_lt",23,"Fold1"
24.94597858127,24.94597858127,24.94597858127,"gift_count_lt",23,"Fold1"
22.3640388765444,22.3640388765444,22.3640388765444,"gift_count_t12m",23,"Fold1"
22.2452951239163,22.2452951239163,22.2452951239163,"gift_avg_t12m",23,"Fold1"
22.1384276446063,22.1384276446063,22.1384276446063,"gift_min_t12m",23,"Fold1"
21.5917605943516,21.5917605943516,21.5917605943516,"wm_t12m",23,"Fold1"
21.5460502561355,21.5460502561355,21.5460502561355,"gift_max_t12m",23,"Fold1"
17.7930704099778,17.7930704099778,17.7930704099778,"cons_month_t12m",23,"Fold1"
17.2102894973035,17.2102894973035,17.2102894973035,"promo_count_t12m",23,"Fold1"
13.3224209668994,13.3224209668994,13.3224209668994,"member_t12m",23,"Fold1"
10.6687240648505,10.6687240648505,10.6687240648505,"no_channel_t12m",23,"Fold1"
3.69978609344743,3.69978609344743,3.69978609344743,"other_t12m",23,"Fold1"
0,0,0,"events_t12m",23,"Fold1"
52.0443438980809,52.0443438980809,52.0443438980809,"digital_t12m",21,"Fold1"
46.8056144688046,46.8056144688046,46.8056144688046,"cons_month_lt",21,"Fold1"
38.8744464050509,38.8744464050509,38.8744464050509,"client_zip_rank",21,"Fold1"
35.7086351784453,35.7086351784453,35.7086351784453,"gift_min_lt",21,"Fold1"
35.2452468096097,35.2452468096097,35.2452468096097,"client_state_rank",21,"Fold1"
32.1579440135598,32.1579440135598,32.1579440135598,"gender",21,"Fold1"
30.4715666822693,30.4715666822693,30.4715666822693,"gift_max_lt",21,"Fold1"
30.2660346173418,30.2660346173418,30.2660346173418,"tm_t12m",21,"Fold1"
28.8108547322118,28.8108547322118,28.8108547322118,"gift_avg_lt",21,"Fold1"
26.1787174931923,26.1787174931923,26.1787174931923,"dm_t12m",21,"Fold1"
26.1283173596964,26.1283173596964,26.1283173596964,"promo_count_lt",21,"Fold1"
24.94597858127,24.94597858127,24.94597858127,"gift_count_lt",21,"Fold1"
22.3640388765444,22.3640388765444,22.3640388765444,"gift_count_t12m",21,"Fold1"
22.2452951239163,22.2452951239163,22.2452951239163,"gift_avg_t12m",21,"Fold1"
22.1384276446063,22.1384276446063,22.1384276446063,"gift_min_t12m",21,"Fold1"
21.5917605943516,21.5917605943516,21.5917605943516,"wm_t12m",21,"Fold1"
21.5460502561355,21.5460502561355,21.5460502561355,"gift_max_t12m",21,"Fold1"
17.7930704099778,17.7930704099778,17.7930704099778,"cons_month_t12m",21,"Fold1"
17.2102894973035,17.2102894973035,17.2102894973035,"promo_count_t12m",21,"Fold1"
13.3224209668994,13.3224209668994,13.3224209668994,"member_t12m",21,"Fold1"
10.6687240648505,10.6687240648505,10.6687240648505,"no_channel_t12m",21,"Fold1"
