sustainer,gender,client_state_rank,all_state_rank,client_zip_rank,all_zip_rank,age,account_id,gift_date,gift_min_t12m,gift_max_t12m,gift_avg_t12m,gift_count_t12m,promo_count_t12m,cons_month_t12m,dm_t12m,tm_t12m,wm_t12m,digital_t12m,f2f_t12m,events_t12m,drtv_t12m,other_t12m,no_channel_t12m,member_t12m,gift_min_lt,gift_max_lt,gift_avg_lt,gift_count_lt,promo_count_lt,cons_month_lt
0,0,29,28,685,29923,0.0,1108757C,2023-05-02,25.0,50.0,35.0,5,5,2,1,0,0,1,0,0,0,0,0,0,25.0,75.0,42.5,12,12,2
1,1,46,44,3920,32409,0.0,1112702C,2020-01-02,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,75.0,35.95,21,21,1
1,1,46,44,3920,32409,0.0,1112702C,2020-07-17,25.0,50.0,41.67,3,3,2,1,0,0,1,0,0,0,0,0,0,15.0,75.0,37.17,23,23,2
1,1,46,44,3920,32409,0.0,1112702C,2020-06-15,25.0,50.0,37.5,2,2,1,1,0,0,1,0,0,0,0,0,0,15.0,75.0,36.59,22,22,1
1,1,45,37,4481,36224,0.0,1135418C,2020-03-05,35.0,75.0,53.33,3,3,1,1,0,0,1,0,0,0,0,0,0,35.0,75.0,53.33,3,3,1
1,0,43,43,4699,34877,0.0,1139510C,2022-04-22,55.0,75.0,61.67,3,3,2,1,0,0,0,0,0,0,0,0,0,35.0,75.0,55.0,6,6,2
1,0,43,43,4699,34877,0.0,1139510C,2022-12-14,25.0,75.0,51.67,3,3,2,1,0,0,0,0,0,0,0,0,0,25.0,75.0,50.71,7,7,2
1,0,43,43,4699,34877,0.0,1139510C,2023-03-19,25.0,75.0,41.67,3,3,2,1,0,0,1,0,0,0,0,0,0,25.0,75.0,47.5,8,8,2
1,0,48,46,4644,36959,0.0,1145079C,2019-12-17,75.0,75.0,75.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,75.0,47.0,25,25,1
1,0,48,46,4644,36959,0.0,1145079C,2020-09-11,75.0,75.0,75.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,75.0,48.08,26,26,1
0,0,43,43,4383,37273,0.0,1153859C,2020-01-06,50.0,75.0,62.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,75.0,63.33,6,6,1
0,0,43,43,4383,37273,0.0,1153859C,2020-10-21,75.0,75.0,75.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,75.0,65.0,7,7,1
0,0,43,43,4383,37273,0.0,1153859C,2023-09-11,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,75.0,61.25,8,8,1
0,0,43,43,4383,37273,0.0,1153859C,2019-02-05,50.0,75.0,62.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,75.0,61.0,5,5,1
0,0,39,35,4585,36620,0.0,1317422C,2023-12-08,75.0,75.0,75.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,75.0,39.0,5,5,1
0,0,39,35,4585,36620,0.0,1317422C,2024-03-28,50.0,75.0,62.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,75.0,40.83,6,6,1
0,0,43,43,4696,37318,0.0,1674892C,2020-10-16,20.0,75.0,47.5,2,2,1,1,0,0,1,0,0,0,0,0,0,15.0,75.0,22.83,23,18,1
0,0,43,43,4696,37318,0.0,1674892C,2021-04-22,20.0,75.0,47.5,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,75.0,22.71,24,19,1
1,1,43,43,3798,36669,0.0,1121717C,2020-10-08,55.0,165.0,91.67,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,165.0,56.0,20,20,2
1,1,43,43,3798,36669,0.0,1121717C,2022-03-04,100.0,100.0,100.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,165.0,59.78,23,23,2
0,0,27,30,3894,36319,0.0,992342C,2019-04-11,18.0,18.0,18.0,1,1,1,1,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,5,5,1
0,0,50,49,4656,36762,0.0,1073848C,2020-03-12,18.0,18.0,18.0,1,1,1,1,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,1,1,1
0,0,49,45,4419,35900,0.0,655519C,2024-06-17,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,70.0,37.5,4,4,1
0,1,42,31,4200,34547,0.0,655542C,2019-05-31,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,70.0,42.0,5,5,1
0,1,42,31,4200,34547,0.0,655542C,2021-08-27,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,70.0,40.83,6,6,1
1,0,51,50,3126,35593,0.0,655582C,2019-04-10,35.0,70.0,52.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,70.0,36.25,4,4,1
1,0,51,50,3126,35593,0.0,655582C,2024-06-20,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,70.0,50.71,7,7,3
1,0,38,33,315,30075,0.0,665203C,2021-05-28,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,70.0,19.38,16,15,8
1,0,38,33,315,30075,0.0,665203C,2019-01-16,10.0,10.0,10.0,9,8,5,1,0,0,1,0,0,0,0,0,0,10.0,70.0,20.42,12,11,5
0,0,30,40,3260,35534,0.0,668219C,2020-08-04,70.0,70.0,70.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,63.0,5,5,1
0,0,30,40,3260,35534,0.0,668219C,2020-06-26,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,61.25,4,4,1
0,0,30,40,3260,35534,0.0,668219C,2019-06-17,70.0,70.0,70.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,58.33,3,3,1
1,0,38,33,4586,36938,0.0,668354C,2019-06-21,25.0,70.0,48.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,70.0,43.0,5,5,1
0,0,44,51,462,30997,0.0,670185C,2020-03-27,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,46.67,3,3,1
0,0,44,51,462,30997,0.0,670185C,2023-09-06,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,43.75,4,4,1
0,0,46,44,2608,35516,0.0,844970C,2019-03-28,35.0,70.0,52.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,46.67,3,3,1
0,0,33,41,2659,33645,0.0,869223C,2021-11-17,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,2,2,1
0,0,27,30,2890,35250,0.0,885143C,2019-06-04,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,2,2,1
1,0,51,50,3646,37415,0.0,951259C,2020-09-24,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,8.0,70.0,15.18,22,21,8
1,0,51,50,3646,37415,0.0,951259C,2020-07-14,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,8.0,70.0,13.52,21,20,8
1,0,19,11,4386,36646,0.0,961664C,2019-07-24,10.0,50.0,27.14,7,7,4,1,0,0,1,0,0,0,0,0,0,10.0,70.0,31.16,19,18,4
1,0,19,11,4386,36646,0.0,961664C,2019-02-15,10.0,50.0,34.0,5,5,3,1,0,0,1,0,0,0,0,0,0,10.0,70.0,32.63,16,15,3
1,0,19,11,4386,36646,0.0,961664C,2019-03-18,10.0,50.0,27.14,7,7,4,1,0,0,1,0,0,0,0,0,0,10.0,70.0,30.11,18,17,4
1,0,19,11,4386,36646,0.0,961664C,2019-01-16,10.0,50.0,30.0,4,4,2,1,0,0,1,0,0,0,0,0,0,10.0,70.0,31.47,15,14,2
1,0,19,11,4386,36646,0.0,961664C,2019-02-19,10.0,50.0,30.0,6,6,3,1,0,0,1,0,0,0,0,0,0,10.0,70.0,31.29,17,16,3
0,0,50,49,3641,35929,0.0,988061C,2022-04-22,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,8,8,2
0,0,50,49,3641,35929,0.0,988061C,2019-06-26,35.0,70.0,52.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,50.0,7,7,2
1,0,24,42,3691,37285,0.0,1016915C,2019-12-20,35.0,70.0,53.33,3,3,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,53.33,3,3,1
0,0,24,42,3001,32572,0.0,1018211C,2024-06-26,35.0,70.0,55.0,5,5,2,1,0,0,0,0,0,0,0,0,0,10.0,70.0,29.21,19,19,2
0,0,24,42,3001,32572,0.0,1018211C,2023-12-28,25.0,70.0,43.33,6,6,2,1,0,0,0,0,0,0,0,0,0,10.0,70.0,25.59,17,17,2
0,0,24,42,3001,32572,0.0,1018211C,2024-01-31,25.0,70.0,44.29,7,7,2,1,0,0,0,0,0,0,0,0,0,10.0,70.0,26.94,18,18,2
1,1,50,49,1870,34848,0.0,1024856C,2019-12-02,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,2,2,1
1,1,50,49,1870,34848,0.0,1024856C,2019-12-10,35.0,70.0,52.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,46.67,3,3,1
1,0,47,47,4132,34293,0.0,1039174C,2019-11-26,70.0,70.0,70.0,3,3,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,61.25,4,4,1
1,0,47,47,4132,34293,0.0,1039174C,2019-08-22,70.0,70.0,70.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,58.33,3,3,1
0,0,43,43,3980,35706,0.0,1053265C,2022-06-24,53.0,70.0,58.67,3,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,49.2,5,4,1
0,0,43,43,3980,35706,0.0,1053265C,2022-06-24,53.0,70.0,58.67,3,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,49.2,5,4,1
0,0,43,43,3980,35706,0.0,1053265C,2022-02-15,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,46.67,3,3,1
0,0,25,19,2839,34008,0.0,1067352C,2021-11-04,25.0,70.0,43.33,3,3,2,1,0,0,0,0,0,0,0,0,0,25.0,70.0,41.25,4,4,2
0,0,42,31,4483,36207,0.0,1068940C,2022-03-04,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,46.67,3,3,1
0,0,28,26,3636,34313,0.0,1096333C,2021-07-28,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,2,2,1
0,0,44,51,454,32114,0.0,1101738C,2023-12-28,25.0,70.0,47.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,70.0,43.33,3,3,1
0,0,26,24,2429,33302,0.0,1106160C,2020-07-08,70.0,70.0,70.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,2,2,1
0,0,26,24,2429,33302,0.0,1106160C,2021-03-29,70.0,70.0,70.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,58.33,3,3,1
1,0,34,36,562,29136,0.0,1110797C,2021-11-09,30.0,70.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,30.0,70.0,45.0,3,3,1
0,1,23,16,4375,36687,0.0,1136464C,2021-07-08,35.0,70.0,52.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,52.5,2,2,1
0,0,50,49,1259,32109,0.0,1184986C,2022-03-28,50.0,70.0,60.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,70.0,51.67,3,3,1
1,1,51,50,4732,37145,0.0,232039C,2023-12-30,81.0,100.0,90.5,2,2,1,1,0,0,1,0,0,0,0,0,0,10.0,179.0,52.86,14,14,8
1,1,51,50,4732,37145,0.0,232039C,2023-12-20,100.0,100.0,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,179.0,50.69,13,13,8
1,1,51,50,4732,37145,0.0,232039C,2022-12-06,100.0,100.0,100.0,1,1,1,1,0,0,1,0,0,0,0,0,0,10.0,179.0,46.58,12,12,8
1,0,34,36,671,31087,0.0,1040706C,2023-04-18,15.0,50.0,32.5,2,2,1,1,0,0,1,0,0,0,0,0,0,10.0,65.0,27.52,29,29,1
1,0,34,36,671,31087,0.0,1040706C,2023-01-01,50.0,50.0,50.0,1,1,1,1,0,0,1,0,0,0,0,0,0,10.0,65.0,27.96,28,28,1
1,0,51,50,4695,37106,0.0,1047416C,2020-08-25,50.0,50.0,50.0,4,4,2,1,0,0,0,0,0,0,0,0,0,10.0,65.0,37.69,13,11,2
1,0,51,50,4695,37106,0.0,1047416C,2020-06-30,50.0,50.0,50.0,3,3,2,1,0,0,0,0,0,0,0,0,0,10.0,65.0,36.67,12,10,2
1,0,51,50,4695,37106,0.0,1047416C,2020-02-14,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,65.0,34.0,10,8,2
1,0,51,50,4695,37106,0.0,1047416C,2020-03-31,50.0,50.0,50.0,2,2,2,1,0,0,0,0,0,0,0,0,0,10.0,65.0,35.45,11,9,2
0,0,38,33,4482,37255,0.0,26094C,2022-01-03,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,50.45,11,11,1
1,0,27,30,1105,33172,0.0,140092C,2023-05-31,50.0,60.0,56.67,3,3,1,1,0,0,1,0,0,0,0,0,0,25.0,60.0,45.63,8,7,1
1,0,27,30,1105,33172,0.0,140092C,2023-07-02,50.0,60.0,53.33,3,3,1,1,0,0,1,0,0,0,0,0,0,25.0,60.0,46.11,9,8,1
1,0,27,30,1105,33172,0.0,140092C,2021-03-31,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,39.0,5,4,1
1,0,27,30,1105,33172,0.0,140092C,2022-06-23,60.0,60.0,60.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,42.5,6,5,1
1,0,27,30,1105,33172,0.0,140092C,2023-02-01,60.0,60.0,60.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,45.0,7,6,1
1,0,27,30,1105,33172,0.0,140092C,2023-07-03,50.0,60.0,52.5,4,3,1,1,0,0,1,0,0,0,0,0,0,25.0,60.0,46.5,10,8,1
0,0,51,50,2885,35965,0.0,643921C,2021-10-04,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,30.0,60.0,46.67,3,3,1
0,0,29,28,3293,36908,0.0,972739C,2021-12-01,45.0,60.0,52.5,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,60.0,28.33,12,12,2
0,0,29,28,3293,36908,0.0,972739C,2021-04-12,40.0,60.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,15.0,60.0,26.82,11,11,2
1,0,43,43,2882,35071,0.0,1000483C,2019-07-18,25.0,25.0,25.0,2,2,1,1,0,0,1,0,0,0,0,0,0,19.0,60.0,32.25,4,4,1
1,0,50,49,4657,37419,0.0,1034023C,2019-01-16,1.0,1.0,1.0,6,6,5,1,0,0,1,0,0,0,0,0,0,1.0,60.0,29.71,31,28,5
1,0,50,49,4657,37419,0.0,1034023C,2019-02-19,1.0,1.0,1.0,7,7,6,1,0,0,1,0,0,0,0,0,0,1.0,60.0,28.81,32,29,6
1,0,38,33,4004,35143,0.0,1040268C,2019-12-31,5.0,60.0,18.75,4,4,2,1,0,0,1,0,0,0,0,0,0,5.0,60.0,18.75,4,4,2
1,0,46,44,4561,36616,0.0,1041356C,2019-08-01,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,60.0,22.14,7,7,3
1,0,46,44,4561,36616,0.0,1041356C,2022-03-28,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,5.0,60.0,27.5,10,10,3
1,0,46,44,4561,36616,0.0,1041356C,2022-06-23,35.0,50.0,40.0,3,3,1,1,0,0,0,0,0,0,0,0,0,5.0,60.0,28.18,11,11,3
0,0,50,49,999,28528,0.0,1052198C,2019-12-24,35.0,60.0,47.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,60.0,47.5,2,2,1
0,0,46,44,4026,35646,0.0,1061722C,2020-02-13,25.0,60.0,48.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,51.36,11,11,1
0,0,46,44,4026,35646,0.0,1061722C,2020-06-30,25.0,60.0,48.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,52.08,12,12,1
0,0,51,50,3571,36654,0.0,1062564C,2019-06-04,25.0,60.0,35.0,4,4,2,1,0,0,1,0,0,0,0,0,0,25.0,60.0,35.0,4,4,2
0,0,51,50,3571,36654,0.0,1062564C,2019-10-02,25.0,60.0,43.75,4,4,2,1,0,0,0,0,0,0,0,0,0,25.0,60.0,40.0,5,5,2
0,0,51,50,3571,36654,0.0,1062564C,2021-04-27,60.0,60.0,60.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,60.0,40.71,7,7,2
0,0,51,50,3571,36654,0.0,1062564C,2019-12-30,25.0,60.0,40.0,5,5,2,1,0,0,1,0,0,0,0,0,0,25.0,60.0,37.5,6,6,2
1,0,51,50,4573,37206,0.0,1074234C,2020-04-16,8.0,25.0,13.67,3,3,2,1,0,0,0,0,0,0,0,0,0,8.0,60.0,28.73,11,11,2
1,0,51,50,4573,37206,0.0,1074234C,2020-03-17,8.0,8.0,8.0,1,1,1,1,0,0,0,0,0,0,0,0,0,8.0,60.0,31.44,9,9,1
1,0,51,50,4573,37206,0.0,1074234C,2020-03-27,8.0,25.0,16.5,2,2,1,1,0,0,0,0,0,0,0,0,0,8.0,60.0,30.8,10,10,1
1,1,26,24,3908,37077,0.0,1153153C,2021-04-17,25.0,60.0,42.5,2,2,1,1,0,0,1,0,0,0,0,0,0,25.0,60.0,42.5,2,2,1
1,0,51,50,3882,34916,0.0,1176615C,2019-04-16,60.0,60.0,60.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,60.0,27.41,27,26,10
1,0,51,50,3882,34916,0.0,1176615C,2021-06-24,50.0,60.0,56.67,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,60.0,30.33,30,29,10
1,0,51,50,3882,34916,0.0,1176615C,2020-07-14,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,60.0,28.21,28,27,10
1,0,51,50,3882,34916,0.0,1176615C,2021-11-16,60.0,60.0,60.0,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,60.0,31.29,31,30,10
1,0,51,50,3882,34916,0.0,1176615C,2021-02-08,50.0,60.0,55.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,60.0,29.31,29,28,10
1,0,43,43,4696,37318,0.0,271724C,2019-03-04,20.0,20.0,20.0,5,5,3,1,0,0,1,0,0,0,0,0,0,20.0,150.0,41.25,20,20,3
1,0,43,43,4696,37318,0.0,271724C,2019-04-01,20.0,20.0,20.0,6,6,4,1,0,0,1,0,0,0,0,0,0,20.0,150.0,40.24,21,21,4
1,0,43,43,4696,37318,0.0,271724C,2019-02-04,20.0,20.0,20.0,4,4,2,1,0,0,1,0,0,0,0,0,0,20.0,150.0,42.37,19,19,2
1,0,43,43,4696,37318,0.0,271724C,2019-01-02,20.0,20.0,20.0,3,3,2,1,0,0,1,0,0,0,0,0,0,20.0,150.0,43.61,18,18,2
1,0,38,33,4313,36248,0.0,656740C,2023-11-22,15.0,150.0,54.29,7,4,4,1,0,0,1,0,0,0,0,0,0,15.0,150.0,71.36,11,8,4
1,0,38,33,4313,36248,0.0,656740C,2023-11-14,15.0,150.0,60.83,6,4,4,1,0,0,1,0,0,0,0,0,0,15.0,150.0,77.0,10,8,4
0,0,50,49,1852,33873,0.0,658295C,2020-06-22,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,75.0,14,14,1
0,0,50,49,1852,33873,0.0,658295C,2020-10-08,25.0,50.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,71.67,15,15,1
0,0,50,49,1852,33873,0.0,658295C,2022-06-24,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,69.12,17,17,1
0,0,50,49,1852,33873,0.0,658295C,2024-06-26,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,150.0,66.39,18,18,1
1,0,51,50,3532,37079,0.0,683319C,2020-08-20,25.0,150.0,91.67,3,2,1,1,0,0,0,0,0,0,0,0,0,20.0,150.0,54.55,11,10,2
1,0,51,50,3532,37079,0.0,683319C,2020-10-06,25.0,150.0,75.0,5,4,3,1,0,0,0,0,0,0,0,0,0,20.0,150.0,53.85,13,12,3
1,0,51,50,3532,37079,0.0,683319C,2020-09-23,25.0,150.0,75.0,4,3,2,1,0,0,0,0,0,0,0,0,0,20.0,150.0,52.08,12,11,2
1,0,51,50,4551,36703,0.0,686423C,2020-05-04,100.0,100.0,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,150.0,49.31,36,35,8
1,0,51,50,1224,33439,0.0,690302C,2020-07-22,100.0,100.0,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,150.0,40.5,8,8,3
1,0,44,51,4054,36393,0.0,800784C,2020-10-07,35.0,150.0,78.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,35.59,17,17,11
0,0,51,50,3968,36155,0.0,832753C,2020-10-07,50.0,150.0,100.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,62.5,4,4,1
1,0,51,50,4742,37299,0.0,964487C,2019-10-16,15.0,100.0,39.38,8,7,6,1,0,0,0,0,0,0,0,0,0,15.0,150.0,39.29,28,26,6
0,0,37,34,4011,35481,0.0,965651C,2022-05-05,50.0,150.0,100.0,2,2,1,1,0,0,1,0,0,0,0,0,0,35.0,150.0,59.38,8,8,2
0,0,37,34,4011,35481,0.0,965651C,2022-06-04,50.0,150.0,83.33,3,3,2,1,0,0,1,0,0,0,0,0,0,35.0,150.0,58.33,9,9,2
1,1,30,40,2707,34111,0.0,970248C,2019-04-05,50.0,150.0,96.67,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,68.33,6,6,1
1,1,30,40,2707,34111,0.0,970248C,2021-02-25,100.0,100.0,100.0,2,2,1,1,0,0,1,0,0,0,0,0,0,25.0,150.0,81.0,10,10,1
1,1,30,40,2707,34111,0.0,970248C,2020-06-17,100.0,100.0,100.0,3,3,1,1,0,0,1,0,0,0,0,0,0,25.0,150.0,78.89,9,9,1
1,0,51,50,4742,37299,0.0,973424C,2019-01-16,15.0,15.0,15.0,8,8,4,1,0,0,1,0,0,0,0,0,0,15.0,150.0,45.43,23,20,4
0,1,46,44,1600,34221,0.0,982945C,2019-05-29,35.0,150.0,92.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,73.0,15,15,2
0,0,47,47,3699,36014,0.0,995190C,2022-06-23,100.0,100.0,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,150.0,63.33,12,12,1
0,0,50,49,1513,32454,0.0,1008788C,2024-05-22,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,86.36,11,11,1
0,0,50,49,1513,32454,0.0,1008788C,2022-06-23,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,94.44,9,9,1
0,0,50,49,1513,32454,0.0,1008788C,2023-03-13,50.0,75.0,62.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,92.5,10,10,1
1,1,14,23,3446,34407,0.0,1017553C,2019-03-15,20.0,150.0,63.33,3,3,2,1,0,0,1,0,0,0,0,0,0,20.0,150.0,61.5,10,10,2
1,1,14,23,3446,34407,0.0,1017553C,2019-02-20,20.0,150.0,85.0,2,2,1,1,0,0,1,0,0,0,0,0,0,20.0,150.0,66.11,9,9,2
0,1,45,37,1370,27819,0.0,1038965C,2024-04-05,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,150.0,66.67,9,9,2
1,0,51,50,4627,37328,0.0,1045709C,2022-02-28,35.0,150.0,92.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,150.0,38.33,9,6,3
1,0,34,36,3776,36306,0.0,1057577C,2020-09-04,25.0,150.0,45.83,6,6,5,1,0,0,0,0,0,0,0,0,0,25.0,150.0,50.0,7,7,5
1,0,47,47,4662,37199,0.0,1060189C,2020-12-31,55.0,150.0,102.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,150.0,80.0,3,3,1
1,1,49,45,2526,34354,0.0,1079587C,2022-08-19,100.0,100.0,100.0,2,2,1,1,0,0,1,0,0,0,0,0,0,20.0,150.0,66.11,9,9,3
1,1,49,45,2526,34354,0.0,1079587C,2021-04-21,20.0,150.0,60.0,6,6,3,1,0,0,1,0,0,0,0,0,0,20.0,150.0,56.43,7,7,3
1,1,49,45,2526,34354,0.0,1079587C,2021-12-27,20.0,150.0,62.0,5,5,3,1,0,0,0,0,0,0,0,0,0,20.0,150.0,61.88,8,8,3
0,0,49,45,2203,32900,0.0,1104337C,2023-10-24,50.0,150.0,100.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,65.0,4,4,1
1,0,50,49,3972,36928,0.0,1130758C,2019-02-28,25.0,150.0,87.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,71.25,4,4,1
1,0,50,49,3972,36928,0.0,1130758C,2019-07-01,25.0,150.0,91.67,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,77.0,5,5,1
1,0,50,49,3972,36928,0.0,1130758C,2020-09-21,25.0,100.0,75.0,3,3,2,1,0,0,0,0,0,0,0,0,0,25.0,150.0,76.25,8,8,2
1,0,50,49,3972,36928,0.0,1130758C,2020-08-27,100.0,100.0,100.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,83.57,7,7,1
1,0,50,49,3972,36928,0.0,1130758C,2020-08-03,100.0,100.0,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,150.0,80.83,6,6,1
1,0,49,45,4325,35578,0.0,1135409C,2020-08-27,10.0,25.0,14.5,10,6,4,1,0,0,1,0,0,0,0,0,0,10.0,150.0,38.08,13,9,4
1,0,49,45,4325,35578,0.0,1135409C,2020-06-27,10.0,100.0,27.5,6,5,2,1,0,0,1,0,0,0,0,0,0,10.0,150.0,51.88,8,7,2
1,0,49,45,4325,35578,0.0,1135409C,2020-07-27,10.0,25.0,13.75,8,5,3,1,0,0,1,0,0,0,0,0,0,10.0,150.0,41.82,11,8,3
1,0,49,45,4325,35578,0.0,1135409C,2020-05-26,10.0,100.0,55.0,2,2,1,1,0,0,1,0,0,0,0,0,0,10.0,150.0,90.0,4,4,1
1,0,49,45,4325,35578,0.0,1135409C,2020-09-23,10.0,25.0,15.45,11,7,5,1,0,0,1,0,0,0,0,0,0,10.0,150.0,37.14,14,10,5
1,0,49,45,4325,35578,0.0,1135409C,2020-07-27,10.0,25.0,13.75,8,5,3,1,0,0,1,0,0,0,0,0,0,10.0,150.0,41.82,11,8,3
1,0,49,45,4325,35578,0.0,1135409C,2020-08-18,10.0,25.0,13.33,9,6,4,1,0,0,1,0,0,0,0,0,0,10.0,150.0,39.17,12,9,4
1,0,41,32,4771,37252,0.0,1135726C,2019-03-04,10.0,50.0,16.67,6,6,6,1,0,0,1,0,0,0,0,0,0,10.0,150.0,64.38,16,16,6
